Item,Item Description,Item Status,Quantity,Subinventory,UOM,Location,Lot Number,Organization
S000184,TOYOSK ATC FINGER [ DTRS3DI45R14 ] 2 pcs.=I SET / DC,OBSOLETE,0,,,,247.5,AAC Plant 1
S000185,AUTO COUPLER / MALE [ AUN1153/8 ]MA91/MA92 MA04,Active,5,STOCK CAGE,EA,TCF-D02I,208.3,AAC Plant 1
S000186,AUTO COUPLER / FEMALE [ AUC1153/8 ] MA91/MA92,Active,4,STOCK CAGE,EA,TC4-D08N,261.8,AAC Plant 2
S000187,AUTO COUPLER / MALE [ AUN1153/8 ] MA91/MA92,OBSOLETE,0,,,,62,AAC Plant 2
S000188,AUTO COUPLER / NIPPLE [ AUN-115-PF1/4 ] MA91/MA92,OBSOLETE,0,,,,48.23,AAC Plant 2
S000189,AUTO COUPLER / FEMALE [ AUC1153/8 ] MA91/MA92,Active,7,STOCK CAGE,EA,TCF-D02J,314.58,AAC Plant 1
S000190,AUTO COUPLER FEMALE [ AUC1153/8 ] REPLACES AUX1153/8 MA91/MA92 MA04,Active,2,STOCK CAGE,EA,TCF-D02R,355.8,AAC Plant 1
S000191,AUTO COUPLER NIPPLE [ AUN115PF1/4 ]MA91/MA92,Active,6,STOCK CAGE,EA,TCF-D02N,48.23,AAC Plant 1
S000192,AUTO DISPENSER CONTROLLER [ AD1000 ],Active,2,STOCK CAGE,EA,1D130A,1092.86,AAC Plant 1
S000193,AUTO SWITCH [ DA73Z ],Active,2,STOCK CAGE,EA,1M050F,19.5,AAC Plant 1
S000194,AUTOMATIC LUBRICATOR [ PARASYN70 ] PISTON LINE,OBSOLETE,0,,,,119,AAC Plant 1
S000195,AUTOMATIC PRIMARY CONTROL [ RM7890B1014 ] DC,Active,2,STOCK CAGE,EA,1J048A,525.95,AAC Plant 1
S000196,AUX CONTACTOR [ LADN11 ] REPLACES [ LA1DN11 ],Active,2,STOCK CAGE,EA,TCH-D09E,32.25,AAC Plant 1
S000197,AUX CONTACTOR [ LA1DN40 ],Active,2,STOCK CAGE,EA,TCH-D09H,27.26,AAC Plant 1
S000198,AUXILIARY CONTACTOR [ C320KG3 ] OVERHEAD CRANE,Active,4,STOCK CAGE,EA,2Z055D-1,29.69,AAC Plant 2
S000199,B15 CLAMP [ 551915/B15 ],OBSOLETE,0,,,,278,AAC Plant 1
S000201,B17 LOCATOR PIN [ 551917/B17 ],Active,1,STOCK CAGE,EA,1P005A-3,242,AAC Plant 1
S000202,B18 AIR PAD [ 551918/B18 ],Active,2,STOCK CAGE,EA,1J008G-2,238,AAC Plant 1
S000203,B19 AIR PAD [ 551919B19 ],Active,1,STOCK CAGE,EA,1J036B-1,262,AAC Plant 1
S000204,B22 CLAMP PAD [ 551922/B22 ],Active,2,STOCK CAGE,EA,1J027G-3,136,AAC Plant 1
S000205,B23 CLAMP PAD [ 551923/B23 ],Active,2,STOCK CAGE,EA,1J036A-1,142,AAC Plant 1
S000206,B27 PIN [ 551927/B27 ],OBSOLETE,0,,,,312,AAC Plant 1
S000207,B28 PIN [ 551928/B28 ],OBSOLETE,0,,,,316,AAC Plant 1
S000209,"(INACTIVE).....(SAME AS S002970)BABY SENSOR [ BS-1310 ] REPLACES [BS112] LINEAR GAUGE/TONNAGE SENSOR   500-800-2250#6 TON / DC05 DCL9009,DCL9021",Inactive,0,,,,1036.6,AAC Plant 1
S000209,"(INACTIVE).....(SAME AS S002970)BABY SENSOR [ BS-1310 ] REPLACES [BS112] LINEAR GAUGE/TONNAGE SENSOR   500-800-2250#6 TON / DC05 DCL9009,DCL9021",Inactive,0,,,,1036.6,AAC Plant 2
S000210,BACK PAD [ E960271167 ] FOR TRANSFER HAND / PL,OBSOLETE,0,,,,6.5,AAC Plant 1
S000211,OMRON BACK PLANE / PLC [ CS1W-BC053 ] [ CS1WBC053 ] VVT / 351,OBSOLETE,0,,,,145.33,AAC Plant 1
S000212,BACK PLATE [ DHL03B ] (PISTON LINE),OBSOLETE,0,,,,567.8,AAC Plant 1
S000215,TOYO-OKI BALANCING VALVE [ HGR2-BG1D-06 ] [ HGR2BG1D06 ],Active,2,STOCK CAGE,EA,1D079F,520.96,AAC Plant 1
S000216,"BALDOR MOTOR [ 60 1200 EM4403T TEFC 230/460 404T ] REPLACES [ LPAEM4403TM29DM13C ] 60HP, 1180 RPM, FRAME 404T 800 T0N / DC",Active,2,STOCK CAGE,EA,1DM-B11,4798.92,AAC Plant 1
S000216,"BALDOR MOTOR [ 60 1200 EM4403T TEFC 230/460 404T ] REPLACES [ LPAEM4403TM29DM13C ] 60HP, 1180 RPM, FRAME 404T 800 T0N / DC",Inactive,0,,,,4798.92,AAC Plant 2
S000217,BALL BUSHING [ 660145 ],OBSOLETE,0,,,,225,AAC Plant 1
S000218,BALL BUSHING [ LCF16BASK ] [ 660140 ],OBSOLETE,0,,,,130,AAC Plant 1
S000219,BALL BUSHING [ LCF20BASK ] [ 660135 ],OBSOLETE,0,,,,140,AAC Plant 1
S000220,(INACTIVE).....BALL NUT [ SBN9587 ],Inactive,0,,,,290.27,AAC Plant 1
S000221,BALL PLUNGER [ 62122213 ] SBM-140 / FINISH LINE,Active,23,STOCK CAGE,EA,2V102E,7.25,AAC Plant 2
S000222,(INACTIVE).....BALL PLUNGER [ BPJ12 ],Inactive,0,,,,4.8,AAC Plant 1
S000223,BALL PLUNGER [ BPJ6 ],Active,11,STOCK CAGE,EA,TCJ-D01M,4.62,AAC Plant 1
S000224,BALL PLUNGER 8mm [ BPJ8 ] ASSY.  AND MML3021 CENTER LOCATOR,Active,12,STOCK CAGE,EA,1N015C,5.93,AAC Plant 1
S000225,BALL REDUCER [ BR-100-SH ]PISTON LINE,OBSOLETE,0,,,,569,AAC Plant 1
S000226,BALLSCREW  [ W2005SS2PC5Z ] OKAYA#W2004825PC5Z5(PISTON LINE),OBSOLETE,0,,,,1800,AAC Plant 1
S000227,BALLSCREW  [ OKAYA#W2502553PC5Z5 ],OBSOLETE,0,,,,1800,AAC Plant 1
S000228,BALLSCREW  [ W2507SS1PC5Z ] OKAYA#W2503745PC5Z10(PISTON LINE),OBSOLETE,0,,,,1800,AAC Plant 1
S000229,BALLSCREW / KSS LOADER [25R2US251088HRW],OBSOLETE,0,,,,1,AAC Plant 1
S000230,BALLSCREW / Z AXIS [ 3610ZTF25C5595 ],OBSOLETE,0,,,,1,AAC Plant 1
S000231,BALLSCREW [ 0021732001 ],OBSOLETE,0,,,,1,AAC Plant 1
S000232,(INACTIVE).....BALLSCREW [ 0021733002 ],Inactive,0,,,,1,AAC Plant 1
S000233,BALLSCREW [ 0021733006 ],OBSOLETE,0,,,,1800,AAC Plant 1
S000234,BALLSCREW [ 0021733010 ],OBSOLETE,0,,,,1,AAC Plant 1
S000235,BSM Z AXIS THK BALLSCREW [ BNT3210-5.3ZZ+597LT-J2K] REPLACES [ BNT321053ZZ597LJ2K ][BTK3210-5.3QZZZ+597L-J2K,Inactive,0,,,,1486,AAC Plant 1
S000236,BALLSCREW [ 3210ZDF3C5800 ],OBSOLETE,0,,,,1,AAC Plant 1
S000237,(INACTIVE).....BALLSCREW [ 3212TFS25C5759XF1042  ],Inactive,0,,,,1800,AAC Plant 1
S000238,BALLSCREW [ 3212TFS2CSS759SF1211 ],Inactive,0,,,,1800,AAC Plant 1
S000239,BALLSCREW [ 3612TF6BZF838ZE810 ],Active,2,STOCK CAGE,EA,1ZG002D,1800,AAC Plant 1
S000240,BALLSCREW [ 3612TFS5C51161UE0378 ],Inactive,0,,,,1800,AAC Plant 1
S000241,BALLSCREW [ 3612TFS5C5116UB0150 ],Active,1,STOCK CAGE,EA,1ZG003F,1250,AAC Plant 1
S000243,BALLSCREW [ 3612TFS5C5916 ] REPLACES 3612TFSFZF916DE833 FOR HKD3 W&Z AXIS / MACHINE LINE,Active,2,STOCK CAGE,EA,1ZG002C,1874.4,AAC Plant 1
S000244,(INACTIVE).....BALLSCREW [ 600250 ],Inactive,0,,,,1041,AAC Plant 1
S000245,BALLSCREW [ 7A17601009 ],Active,1,STOCK CAGE,EA,1ZG005A,1800,AAC Plant 1
S000246,LINEAR RAIL [ HSR35R3GDDCOE+1245LHE11 ]  2 PCS = 1 SET,Active,1,STOCK CAGE,EA,1ZF014A,2827.4,AAC Plant 1
S000247,BALLSCREW [ PJ0496 ],OBSOLETE,0,,,,1100,AAC Plant 1
S000248,LINEAR RAIL  460mm LONG [ SR20W2UU+460L ],Active,1,STOCK CAGE,EA,1ZF010E,1800,AAC Plant 1
S000249,BALLSCREW / KOYO [ UE0382 ] MACHINE LINE,OBSOLETE,0,,,,1800,AAC Plant 1
S000250,BALLSCREW / KOYO [ UE0481 ] MACHINE LINE,OBSOLETE,0,,,,1800,AAC Plant 1
S000251,(INACTIVE).....BALLSCREW / KOYO [ UE0829 ] MACHINE LINE,Inactive,0,,,,1800,AAC Plant 1
S000253,BALLSCREW / KOYO [ UE0834 ] MACHINE LINE,Active,2,STOCK CAGE,EA,1ZG003A,1800,AAC Plant 1
S000254,(INACTIVE).....BALLSCREW / KOYO [ UE0830 ] MACHINE LINE,Inactive,0,,,,1541,AAC Plant 1
S000255,BALLSCREW [ W2003SS2PC5Z ] OKAYA#W2002919PC525ST100,OBSOLETE,0,,,,1800,AAC Plant 1
S000256,BALLSCREW [ W2005SS2PC5Z ] OKAYA#W20031101PC525ST150,OBSOLETE,0,,,,1800,AAC Plant 1
S000257,BALLSCREW [ W20031101PC5Z5 ][MML 4003\4005](PISTON LINE),OBSOLETE,0,,,,997.5,AAC Plant 1
S000258,BALLSCREW [ E2005SS2PC5Z ] OKAYA#W2004825PC525ST250,OBSOLETE,0,,,,1800,AAC Plant 1
S000259,BALLSCREW [ W2503SS2PC5Z ] OKAYA#W2502T44PC525,OBSOLETE,0,,,,1800,AAC Plant 1
S000260,BALLSCREW [ W2510SS2PC5Z ] OKAYA #W2503745PCS210MCU2524,OBSOLETE,0,,,,1800,AAC Plant 1
S000261,BALLSCREW [ W3209SA6ZC5Z ] OKAYA #W3203622ZC5Z10,OBSOLETE,0,,,,1800,AAC Plant 1
S000262,BALLSCREW [ W3205SS1Z ],OBSOLETE,0,,,,1800,AAC Plant 1
S000263,BALLSCREW [ W3205SS3ZYC5Z ] 2250 TON / DC,Active,2,STOCK CAGE,EA,2P002L,1658.45,AAC Plant 2
S000264,BALLSCREW [ W3208S522 ],OBSOLETE,0,,,,1800,AAC Plant 1
S000265,BALLSCREW [ W3214SS1ZC5Z ],OBSOLETE,0,,,,919.1,AAC Plant 1
S000266,BALLSCREW [ W32MS3102C52 ],OBSOLETE,0,,,,1800,AAC Plant 1
S000267,BALLSCREW [ WG1044 ],OBSOLETE,0,,,,1,AAC Plant 1
S000268,BALLSCREW [ WZ504738PC525 ],OBSOLETE,0,,,,1800,AAC Plant 1
S000269,"BALLSCREW [W3203622ZC5Z5] (M\C#:BOL4002,4003,400)(PISTON LINE)",OBSOLETE,0,,,,1180.5,AAC Plant 1
S000270,BALLSCREW [ W3207SA6ZC5Z ] OKAYA#W3204693ZC5Z10 (PISTON LINE),OBSOLETE,0,,,,1800,AAC Plant 1
S000271,Y-AXIS BALLSCREW {V} [ 4516TFS5C51279 ],Active,3,STOCK CAGE,EA,1ZG004A,2089,AAC Plant 1
S000272,BALL TAP / LEVEL FLOAT [ SY13S ],Active,2,STOCK CAGE,EA,1P031A,420,AAC Plant 1
S000273,BALL VALVE [ TS STYLE AV40UPVCEPDM ] (PISTON LINE),OBSOLETE,0,,,,138.3,AAC Plant 1
S000274,BALLSCREW [ 0021731002 ],OBSOLETE,0,,,,1,AAC Plant 1
S000275,BALLSCREW [ 0021731016 ],OBSOLETE,0,,,,1,AAC Plant 1
S000276,BALLSCREW [ 0021732004 ],OBSOLETE,0,,,,1,AAC Plant 1
S000277,BALLSCREW [ W2002919PC5Z5 ][MML4003\4005](PISTON LINE),OBSOLETE,0,,,,882,AAC Plant 1
S000278,BALLSCREW [ W2502T44PC5Z5 ](MML4002\4006](PISTON LINE),OBSOLETE,0,,,,966,AAC Plant 1
S000279,BALLSCREW [ W2504738PC5Z5 ](BOL4005\4006](PISTON LINE),OBSOLETE,0,,,,925.5,AAC Plant 1
S000280,BALLSCREW [ W3206T45ZC5Z5 ] (MML4002\4006)(PISTON LINE),OBSOLETE,0,,,,1231.5,AAC Plant 1
S000281,BALLSCREW [ YM9134606A ]MA91,OBSOLETE,0,,,,2108.89,AAC Plant 1
S000282,BALLSCREW FOR X-AXIS [ 3612TFS(2.5)C5838 ]MA11,Active,1,STOCK CAGE,EA,1ZG002E,1756.2,AAC Plant 1
S000283,BALLSCREW FOR Y-AXIS [ 3612TFS5C51303 ]MA21 MML7023,Active,1,STOCK CAGE,EA,1ZG004D,2291.84,AAC Plant 1
S000284,BALLSCREW FOR Z-AXIS  HA40   [ 3612TFS5C5938 ]600F MACH.,Active,1,STOCK CAGE,EA,1ZG002F,1774.31,AAC Plant 1
S000285,BALLSCREW/Y{V} [ 4516TFS5C51299 ]MA02 MA06 MA12 MA13,Active,3,STOCK CAGE,EA,1ZG006A,2438.7,AAC Plant 1
S000286,D211 X 1/2 .025 10/14 VVR BANDSAW BLADE / DIEMASTER 2 REPLACES [82335113355] AND [ 6011121014001 ] 11'BX1/2''X.025X10/14 (KAIZEN SAW BLADES) QC01,Active,8,STOCK CAGE,EA,1D142A,35.49,AAC Plant 1
S000286,D211 X 1/2 .025 10/14 VVR BANDSAW BLADE / DIEMASTER 2 REPLACES [82335113355] AND [ 6011121014001 ] 11'BX1/2''X.025X10/14 (KAIZEN SAW BLADES) QC01,Active,22,STOCK CAGE,EA,2S008C,35.49,AAC Plant 2
S000287,"BANDSAW BLADE RP136 X 1/4 .042 5/8 VPVR BAHCO REPLACES [93031134115]13'6""X1-1/4""X.042-5/8 / LENOX RX+ / KA02",Active,9,STOCK CAGE,EA,2S007A,50.76,AAC Plant 2
S000288,BANDSAW BLADE  [ 3851100.9R10] SAME AS [ SST8182724 ] 14'6''X3/8-.035-8R / QC53,Active,66,STOCK CAGE,EA,2S007B,45.06,AAC Plant 2
S000290,BARB COUPLER [ 12TSH ]COMMON,Active,9,STOCK CAGE,EA,TCE-D17A,101.25,AAC Plant 1
S000291,BARB FEMALE CONNECTOR [ 30SH ] COMMON,Active,23,STOCK CAGE,EA,TCF-D01K,4.18,AAC Plant 1
S000291,BARB FEMALE CONNECTOR [ 30SH ] COMMON,Active,54,STOCK CAGE,EA,TC1-D05L,4.18,AAC Plant 2
S000292,BARB FEMALE COUPLER [ 12TSH ] BRASS COMMON,Active,5,STOCK CAGE,EA,TC6-D09N,101.25,AAC Plant 2
S000293,BARB FEMALE COUPLER [ 16TSH ] BRASS COMMON,Active,9,STOCK CAGE,EA,2U012E,157.5,AAC Plant 2
S000294,BARB FEMALE COUPLER [ 20SH ]COMMON,Active,23,STOCK CAGE,EA,TCF-D01F,17.14,AAC Plant 1
S000294,BARB FEMALE COUPLER [ 20SH ]COMMON,Inactive,0,,,,17.14,AAC Plant 2
S000295,BARB FEMALE COUPLER [ 2TSH ]COMMON,Active,8,STOCK CAGE,EA,TC1-D05E,16.5,AAC Plant 2
S000296,BARB FEMALE COUPLER [ 3TSH ]COMMON,Active,16,STOCK CAGE,EA,TC1-D05M,20.39,AAC Plant 2
S000297,BARB FEMALE COUPLER [ 40SH ]COMMON,Active,21,STOCK CAGE,EA,TC1-D05K,21.2,AAC Plant 2
S000298,BARB FEMALE COUPLER [ 8TSH ] BRASS COMMON,Active,12,STOCK CAGE,EA,TC6-D09I,42.71,AAC Plant 2
S000299,BARB MALE CONNECTOR [ 8TPH ] BRASS COMMON,Active,18,STOCK CAGE,EA,TCE-D16B,22.15,AAC Plant 1
S000299,BARB MALE CONNECTOR [ 8TPH ] BRASS COMMON,Active,17,STOCK CAGE,EA,TC6-D09A,22.15,AAC Plant 2
S000300,BARB MALE CONNECTOR  [ 40PH ],Active,18,STOCK CAGE,EA,TC1-D05B,1.86,AAC Plant 2
S000301,BARB MALE CONNECTOR [ 20PH ],Active,21,STOCK CAGE,EA,TCF-D01L,1.36,AAC Plant 1
S000301,BARB MALE CONNECTOR [ 20PH ],Inactive,0,,,,1.36,AAC Plant 2
S000302,BARB MALE CONNECTOR [ 2TPH ],Active,42,STOCK CAGE,EA,TC1-D05A,9.08,AAC Plant 2
S000303,BARB MALE CONNECTOR [ 30PH ]COMMON,Active,20,STOCK CAGE,EA,TCF-D01I,1.71,AAC Plant 1
S000303,BARB MALE CONNECTOR [ 30PH ]COMMON,Active,33,STOCK CAGE,EA,TC1-D05J,1.71,AAC Plant 2
S000304,BARB MALE CONNECTOR [ 3TPH ],Active,9,STOCK CAGE,EA,TC1-D05R,9.19,AAC Plant 2
S000305,BARB MALE CONNECTOR [ 3TPH ] BSBM BRASS 351003600,Active,18,STOCK CAGE,EA,TC6-D08A,5.05,AAC Plant 2
S000306,BARB MALE COUPLER [ 12TPH ]COMMON,Active,8,STOCK CAGE,EA,TC6-D09L,52,AAC Plant 2
S000307,FANUC BASE [ A03B-0819-C001 ] [ A03B0819C001 ]  10 SLOT,Active,1,STOCK CAGE,EA,1A016K,177.38,AAC Plant 1
S000308,BASE PLATE [ 3M0135303A ],OBSOLETE,0,,,,183,AAC Plant 1
S000309,BASE PLATE SUPPORT L [ 3M0135088B ],Active,4,STOCK CAGE,EA,1B027F,172,AAC Plant 1
S000310,(INACTIVE).....J20 BASE RING ADAPTER REWORK [ P017-520-0140 ] REPLACES  / BOTTOM [ 5350143 ] DC FURNACE,Inactive,0,,,,346,AAC Plant 2
S000311,OMRON BASE UNIT / BACKPLANE [ CS1W-BC083 ] [ CS1WBC083 ] o500-800 TON / DC,Active,2,STOCK CAGE,EA,1S015G,249.38,AAC Plant 1
S000311,OMRON BASE UNIT / BACKPLANE [ CS1W-BC083 ] [ CS1WBC083 ] o500-800 TON / DC,Active,3,STOCK CAGE,EA,2Y016A,249.38,AAC Plant 2
S000312,OMRON BASE UNIT / BACKPLANE [ CS1W-BC103 ] 500-800 TON / DC,Active,3,STOCK CAGE,EA,2Y016E,362.5,AAC Plant 2
S000313,FANUC BASE UNIT [ A03B-0819-C001 ] REPLACES [ A03B-0807-C001 ],Active,1,STOCK CAGE,EA,2L004B,116,AAC Plant 2
S000314,BASE UNIT [ GFCB4 ] MACHINE LINE,Active,1,STOCK CAGE,EA,2Z012F,982.85,AAC Plant 2
S000315,OMRON BASE UNIT CPU [ C200H-BC051V2 ] [ C200HBC051V2 ],Active,1,STOCK CAGE,EA,1S011B,186.75,AAC Plant 1
S000316,(INACTIVE).....OMRON BASE UNIT PROGRAM [ C200HW-BC081 ]  [ C200HWBC081 ],Inactive,0,,,,162.35,AAC Plant 1
S000317,OMRON BASE UNIT PROGRAM [ C200HW-BC101 ] [ C200HWBC101 ],Active,2,STOCK CAGE,EA,1S015C,237.8,AAC Plant 1
S000318,OMRON BASE UNIT PROGRAM [ C200HW-BI081 ] [ C200HWBI081 ],Active,2,STOCK CAGE,EA,1S015E,162.35,AAC Plant 1
S000319,BASIC JIG [ J48 ] (PISTON LINE),OBSOLETE,0,,,,642,AAC Plant 1
S000320,BASIC JIG [ LJLA406A ] (PISTON LINE),OBSOLETE,0,,,,430.08,AAC Plant 1
S000321,BASIC PIN [ RH08 ] (PISTON LINE),OBSOLETE,0,,,,37.5,AAC Plant 1
S000322,BASIC PIN [ RH09 ] (PISTON LINE),OBSOLETE,0,,,,37.5,AAC Plant 1
S000323,"FILTER / BASKET [ 4454K895 ] REPLACES [ 4454K999/ST260SHCX ] 3/4""#50/72-60 MESH 5 FILTER / DC",Active,2,STOCK CAGE,EA,2V115A,188.68,AAC Plant 2
S000324,(INACTIVE).....SWIFT BASKET FILTER [ SWIFTBASKET W/ 40 MESH ] 2250 TON / DC,Inactive,0,,,,98.82,AAC Plant 2
S000325,BASKET STRAINER HOUSING WATER FILTER BOWL [ M125CSK ]DC91,Active,4,STOCK CAGE,EA,1ZQ001A,523.5,AAC Plant 1
S000326,FANUC BATTERY [ A98L-0031-0025 ] BR23AGCT4A  REPLACES [ A98L00010902 ] BRCCF2TH''LITHIUM 6V'' MA12 MA11 MML7014,Active,18,STOCK CAGE,EA,TCG-D04L,70.43,AAC Plant 1
S000326,FANUC BATTERY [ A98L-0031-0025 ] BR23AGCT4A  REPLACES [ A98L00010902 ] BRCCF2TH''LITHIUM 6V'' MA12 MA11 MML7014,Active,15,STOCK CAGE,EA,TC7-D04I,70.43,AAC Plant 2
S000327,FANUC BATTERY [ A98L-0031-0005 ],Active,0,,,,13.42,AAC Plant 2
S000328,PANASONIC BATTERY [ A98L-0031-0006 ]  BRC-2/3A-3V MA11 MML7015,Active,5,STOCK CAGE,EA,TCG-D04J,14,AAC Plant 1
S000328,PANASONIC BATTERY [ A98L-0031-0006 ]  BRC-2/3A-3V MA11 MML7015,Active,14,STOCK CAGE,EA,TC7-D04G,14,AAC Plant 2
S000330,FANUC BATTERY [ A98L-0031-0012 ] SANYO CR17450SE-R [3V],Active,16,STOCK CAGE,EA,TC7-D04A,22.24,AAC Plant 2
S000331,OMRON BATTERY /  [ C200H-BAT09 ] SANYO / CR17335SE-R[3V] LASER LITHIUM 4 PIN END CONNECTOR,Active,7,STOCK CAGE,EA,TCG-D04K,77.17,AAC Plant 1
S000331,OMRON BATTERY /  [ C200H-BAT09 ] SANYO / CR17335SE-R[3V] LASER LITHIUM 4 PIN END CONNECTOR,Active,8,STOCK CAGE,EA,TC7-D04B,77.17,AAC Plant 2
S000332,FANUC BATTERY  [ A98L-0031-0012 ] CR17450SER3V   MA11 MML7016,Active,11,STOCK CAGE,EA,TCG-D04I,22.24,AAC Plant 1
S000332,FANUC BATTERY  [ A98L-0031-0012 ] CR17450SER3V   MA11 MML7016,Active,11,STOCK CAGE,EA,TC7-D04C,22.24,AAC Plant 2
S000333,OMRON BATTERY [ CS1W-BAT01 ] TOSHIBA NO. ER6-3.6V AS10 SPL7001 FI05 PTL3010 AS04 PRL7008 DC03 FI03,Active,8,STOCK CAGE,EA,TCG-D04M,39.61,AAC Plant 1
S000333,OMRON BATTERY [ CS1W-BAT01 ] TOSHIBA NO. ER6-3.6V AS10 SPL7001 FI05 PTL3010 AS04 PRL7008 DC03 FI03,Active,11,STOCK CAGE,EA,TC7-D04D,39.61,AAC Plant 2
S000334,(INACTIVE).....BATTERY [ EN95 ''D'' CELL ],Inactive,0,,,,1,AAC Plant 2
S000335,FANUC BATTERY CASE [ A98L-0004-0149 ] REPLACES [ A06B-6050-K060 ] FOR ENCODERS DC02 DCL9002 DC01 DCL9003,Active,4,STOCK CAGE,EA,1R013F,90.69,AAC Plant 1
S000336,FANUC BATTERY UNIT [ A02B-0089-C021 ],Active,1,STOCK CAGE,EA,2ZB010G,122,AAC Plant 2
S000337,ORMON BEAM CHECKER [E39-VA] [ E39VA ] replaces  [ E39VX ],Active,6,STOCK CAGE,EA,1M029G,68.75,AAC Plant 1
S000338,BEAM COVER [ MSNA3 ],Active,1,STOCK CAGE,EA,1L046C,11.4,AAC Plant 1
S000340,BEARING [ 6000LLU ],Active,6,STOCK CAGE,EA,1K020E,6.64,AAC Plant 1
S000341,BEARING [ 6001VVC3 ] 500-800 TON / DC,Active,3,STOCK CAGE,EA,2G055A-1,5.68,AAC Plant 2
S000342,BEARING [ 60042RS/60042NSE ] 500-800 TON / DC,Active,3,STOCK CAGE,EA,2G055A-2,6.91,AAC Plant 2
S000343,BEARING [ 60072RS ] 500-800 TON / DC,Active,2,STOCK CAGE,EA,2G055A-3,22.95,AAC Plant 2
S000344,NTN BEARING [6008LLU] REPLACES [ 60082RS ] 500-800 TON / DC,Active,3,STOCK CAGE,EA,2G055A-4,52.6,AAC Plant 2
S000345,BEARING [ 6014VVC3 ] 500-800 TON /DC,Active,4,STOCK CAGE,EA,2G055B-1,52.03,AAC Plant 2
S000346,BEARING [ 606ZZ ]  AN01,Active,4,STOCK CAGE,EA,1K019H,10.63,AAC Plant 1
S000347,BEARING [ 608VV ] MACHINE LINE,Active,4,STOCK CAGE,EA,2G055B-2,7.8,AAC Plant 2
S000348,NACHI BEARING [ 6204C3 ]   FOR 2250 TON BALLSCREW 2250 TON / DC,Active,11,STOCK CAGE,EA,2G055B-3,14.79,AAC Plant 2
S000349,BEARING [ 6206F600 ] OR [ 6206 / HT1  HIGH TEMP ] 500-800 TON / DC91  DC92  LADLE BEARING 850is  (ASS# K1702-03-02-1230),Active,18,STOCK CAGE,EA,1ZP003D,39.55,AAC Plant 1
S000349,BEARING [ 6206F600 ] OR [ 6206 / HT1  HIGH TEMP ] 500-800 TON / DC91  DC92  LADLE BEARING 850is  (ASS# K1702-03-02-1230),Active,21,STOCK CAGE,EA,2G068C,39.55,AAC Plant 2
S000350,BEARING [6206-88-30E] SAME AS 6206 2NSE AND  [ 62062RS ] 500-800 TON / DC,Active,39,STOCK CAGE,EA,2G055C,8.15,AAC Plant 2
S000351,BEARING [ 6207F600 ] OR [ 6207HT1 ] DC91,Active,21,STOCK CAGE,EA,1ZP002A,30.76,AAC Plant 1
S000351,BEARING [ 6207F600 ] OR [ 6207HT1 ] DC91,Active,13,STOCK CAGE,EA,2G068D,30.76,AAC Plant 2
S000352,BEARING [ 6207ZZ ] LADLE BEARING / DC,Active,44,STOCK CAGE,EA,2G055D,9.4,AAC Plant 2
S000353,BEARING [ 6208F600 ] OR [6208 2Z VA208]  DC03 DCL3003,Active,6,STOCK CAGE,EA,1ZP003G,52.13,AAC Plant 1
S000353,BEARING [ 6208F600 ] OR [6208 2Z VA208]  DC03 DCL3003,Active,7,STOCK CAGE,EA,2G068H,52.13,AAC Plant 2
S000354,BEARING [ 62122Z / VA208 ],Active,2,STOCK CAGE,EA,2G055B-4,41.14,AAC Plant 2
S000355,BEARING [ 6307JEM ] DC,Active,3,STOCK CAGE,EA,2G055F-1,20.17,AAC Plant 2
S000356,SKF BEARING [ 63092ZJEM ] FOR COOLING TOWER PUMPS,Active,2,STOCK CAGE,EA,1M043H,35,AAC Plant 1
S000356,SKF BEARING [ 63092ZJEM ] FOR COOLING TOWER PUMPS,Inactive,0,,,,35,AAC Plant 2
S000357,BEARING [ 7002CTDULP4 ] MACHINE LINE,Active,3,STOCK CAGE,EA,2G055F-2,160.25,AAC Plant 2
S000358,BEARING NSK [7005CTYNDULP4] REPLACES[ 7005CTDULP4 ] MACHINE LINE,NoPurchase,1,STOCK CAGE,EA,2G055F-3,82.18,AAC Plant 2
S000359,2250 SDDV BALLSCREW BEARING 7203DU REPLACES 7203WSU BEARING FOR 2250 TON SDDV BALLSCREW / DC03 DCL3011 2250 TON / DC,Active,12,STOCK CAGE,EA,2G055G-1,43.08,AAC Plant 2
S000360,BEARING [ CYB2536BKO524 ] PISTON LINE,OBSOLETE,0,,,,46.05,AAC Plant 1
S000361,BEARING [ MA2846 ],OBSOLETE,0,,,,1,AAC Plant 1
S000362,BEARING [ PILLOW BLOCK ] UCP-206,Active,3,STOCK CAGE,EA,2G055H,37.6,AAC Plant 2
S000363,BEARING [ PILLOW BLOCK ] UCP-208,Active,2,STOCK CAGE,EA,2G056A,41.93,AAC Plant 2
S000364,BEARING [ SUKP209-H2309X ] GRAVITY CAST,OBSOLETE,0,,,,353.43,AAC Plant 1
S000365,BEARING [ YS1132006 ] NSK,Active,2,STOCK CAGE,EA,1K022F,18.64,AAC Plant 1
S000366,BEARING [ YS1132007 ] NSK OR [ HR32007XJ ] BRG,OBSOLETE,0,,,,50,AAC Plant 1
S000367,BEARING [ YS1251109 ] NSK,OBSOLETE,0,,,,18,AAC Plant 1
S000368,BEARING [ 6008ZZ ] 500-800 TON / DC,Active,1,STOCK CAGE,EA,2G055G-2,8.7,AAC Plant 2
